出題文,学習者,英語答え,翻訳,cos類似度,学習者訳長さ,正解文長さ
そのスーパーで買ったりんごは値段が高かったです。,The apples that I bought at the supermarket was expensive.,The apples sold at the supermarket were expensive.,The apples I bought at that supermarket were overpriced.,0.910779595375061,10,9
そのスーパーで買ったりんごは値段が高かったです。,The apples I bought at the supermarket were expensive.,The apples sold at the supermarket were expensive.,The apples I bought at that supermarket were overpriced.,0.9083011150360107,9,9
昨日、昔私が働いていたレストランで食事をしました。,I had a meal at the restaurant where I used to work.,"Yesterday, I dined at the restaurant where I used to work.",Yesterday I had dinner at a restaurant where I used to work.,0.9095072746276855,12,12
昨日、昔私が働いていたレストランで食事をしました。,Yesterday I had a meal at the restaurant I used to work at.,"Yesterday, I dined at the restaurant where I used to work.",Yesterday I had dinner at a restaurant where I used to work.,0.9215610027313232,13,12
昨日、昔私が働いていたレストランで食事をしました。,Yesterday I had a meal at the restaurant I used to work at.,"Yesterday, I dined at the restaurant where I used to work.",Yesterday I had dinner at a restaurant where I used to work.,0.9215610027313232,13,12
昨日、昔私が働いていたレストランで食事をしました。,"Yesterday, I ate meals in the restaurant where I worked.","Yesterday, I dined at the restaurant where I used to work.",Yesterday I had dinner at a restaurant where I used to work.,0.8554982542991638,10,12
この日が私がたばこをやめた日です。,This day is the day I gave up smoking.,This was the day when I quit smoking.,This is the day I quit smoking cigarettes.,0.748504102230072,9,8
この日が私がたばこをやめた日です。,This is the day when I quit smoking.,This was the day when I quit smoking.,This is the day I quit smoking cigarettes.,0.9305287599563599,8,8
この日が私がたばこをやめた日です。,This is the day when I stopped smoking.,This was the day when I quit smoking.,This is the day I quit smoking cigarettes.,0.8514501452445984,8,8
もし宝くじにあたったら、彼らは一生懸命働かなくなるでしょう。,They will not work hard if they win the lottery.,"If people won the lottery, they would stop working hard.",If they win the lottery they will stop working so hard.,0.8157131671905518,10,11
もし宝くじにあたったら、彼らは一生懸命働かなくなるでしょう。,"If they become the winner of a lottery, they will not work hard anymore.","If people won the lottery, they would stop working hard.",If they win the lottery they will stop working so hard.,0.8311965465545654,14,11
もし宝くじにあたったら、彼らは一生懸命働かなくなるでしょう。,"If they won the lottery, they didn't work hard. ","If people won the lottery, they would stop working hard.",If they win the lottery they will stop working so hard.,0.7597492337226868,9,11
もし宝くじにあたったら、彼らは一生懸命働かなくなるでしょう。,"If they win a lottery, they will no longer work hard.","If people won the lottery, they would stop working hard.",If they win the lottery they will stop working so hard.,0.8556013107299805,11,11
報酬体系が改善したので、彼らはより一生懸命働く気持ちになりました。,"The payment system improved, which made them willing to work harder.","Because the pay system improved, they were willing to work harder.",They were willing to work harder because of the improved compensation structure.,0.6794214844703674,11,12
報酬体系が改善したので、彼らはより一生懸命働く気持ちになりました。,"The payment system is better than before, they decided to work hard.","Because the pay system improved, they were willing to work harder.",They were willing to work harder because of the improved compensation structure.,0.5646768808364868,12,12
報酬体系が改善したので、彼らはより一生懸命働く気持ちになりました。,"The payment system was improved, so they were encouraged to work harder.","Because the pay system improved, they were willing to work harder.",They were willing to work harder because of the improved compensation structure.,0.6742430925369263,12,12
やる気さえあれば何事においても成功できる、ということを心に留めておきなさい。,"Keep it in mind that if you have motivation, you can succeed in everything.","Bear in mind that if you have enthusiasm, you can succeed in anything.",Keep in mind that you can succeed in anything as long as you are motivated.,0.8516688346862793,14,15
健康でいたければ、毎食後の歯磨きを励行しなければなりません。,"If you want to stay health, you should blush your teeth every after meal.","If you want to stay healthy, you should brush your teeth after every meal.","If you want to stay healthy, you must brush your teeth after every meal.",0.8315234780311584,14,14
健康でいたければ、毎食後の歯磨きを励行しなければなりません。,"If you want to be health, you must wash your teeth after meals.","If you want to stay healthy, you should brush your teeth after every meal.","If you want to stay healthy, you must brush your teeth after every meal.",0.8622252345085144,13,14
健康でいたければ、毎食後の歯磨きを励行しなければなりません。,You must brush your teeth after every meal if you want to stay fit.,"If you want to stay healthy, you should brush your teeth after every meal.","If you want to stay healthy, you must brush your teeth after every meal.",0.9302672147750854,14,14
昼ごはんを食べに会社を出たら、高校時代の友達にばったり出会った。,"Going out of the office for lunch, I happened to meet a friend from my high school days.","When I left the office for lunch,I ran into an old friend from high school.","When I left the office for lunch, I bumped into a friend from high school.",0.849274218082428,18,15
昼ごはんを食べに会社を出たら、高校時代の友達にばったり出会った。,"When I went out of the office for lunch, I came across a friend from my high school days.","When I left the office for lunch,I ran into an old friend from high school.","When I left the office for lunch, I bumped into a friend from high school.",0.881058394908905,19,15
昼ごはんを食べに会社を出たら、高校時代の友達にばったり出会った。,"When I went for lunch from my office, I met my friend of high school by chance.","When I left the office for lunch,I ran into an old friend from high school.","When I left the office for lunch, I bumped into a friend from high school.",0.8297765851020813,17,15
人は誰でも生まれながらにして何らかの才能を持っているが、問題はそれを見つけられるかどうかだ。,"Every person has some kinds of talent, but the problem is whether he or she can find it.",Everyone is born with a talent. The question is whether they can find it or not.,"We are all born with some talent, but the question is whether we can find it.",0.6088984608650208,18,16
人は誰でも生まれながらにして何らかの才能を持っているが、問題はそれを見つけられるかどうかだ。,"Everyone has a talent at something, but the problem is that they will find it or not.",Everyone is born with a talent. The question is whether they can find it or not.,"We are all born with some talent, but the question is whether we can find it.",0.6198473572731018,17,16
混雑した電車で二人分の席を占領して平気な顔をしている人を見ると本当に腹が立つ。,I really get angry when I see a person who uses two seats and feel nothing about it in a crowded train.,People who don't feel guilty about occupying two seats on a crowded train really make me angry.,It really pisses me off when I see people occupying seats for two people on crowded trains and looking unconcerned.,0.7975751161575317,22,20
混雑した電車で二人分の席を占領して平気な顔をしている人を見ると本当に腹が立つ。,"When I see someone using two seats and feeling nothing about it in a crowded train, I really get mad.",People who don't feel guilty about occupying two seats on a crowded train really make me angry.,It really pisses me off when I see people occupying seats for two people on crowded trains and looking unconcerned.,0.8048295378684998,20,20
どこか魅力的なところがあるよね。,"There is something attractive in it, isn't there?",There is something about her that attracts me.,"There's something fascinating about it, isn't there?",0.5774081349372864,8,7
どこか魅力的なところがあるよね。,There is something attracting point.,There is something about her that attracts me.,"There's something fascinating about it, isn't there?",0.42555275559425354,5,7
どこか魅力的なところがあるよね。,"There is something charming about it, isn't there?",There is something about her that attracts me.,"There's something fascinating about it, isn't there?",0.6789458394050598,8,7
すみませんが、郵便局までどう行ったらいいですか？,"Excuse me, but how can I get to the post office?",Excuse me. Could you tell me how to get to the post office?,"Excuse me, how do I get to the post office?",0.9797428250312805,11,10
すみませんが、郵便局までどう行ったらいいですか？,"Excuse me, but how can I get to the post office?",Excuse me. Could you tell me how to get to the post office?,"Excuse me, how do I get to the post office?",0.9797428250312805,11,10
すみませんが、郵便局までどう行ったらいいですか？,"Excuse me, how can I get to the post office?",Excuse me. Could you tell me how to get to the post office?,"Excuse me, how do I get to the post office?",0.9899579882621765,10,10
すみませんが、郵便局までどう行ったらいいですか？,"Excuse me, please tell me how to go to a post office.",Excuse me. Could you tell me how to get to the post office?,"Excuse me, how do I get to the post office?",0.9024770259857178,12,10
すみませんが、郵便局までどう行ったらいいですか？,"Excuse me, how can I get to the post office?",Excuse me. Could you tell me how to get to the post office?,"Excuse me, how do I get to the post office?",0.9899579882621765,10,10
アメリカでは、自分で運転できる年齢に達するまで、子供はどこに行くにも親に車で送ってもらう。,"In the US, parents need to drive a car to send their children wherever they go, until their children become the age to get a driver’s license.","In the U.S., parents drive their children everywhere until they are old enough to get a driver's license.","In the United States, children are driven everywhere by their parents until they are old enough to drive themselves.",0.7314345836639404,27,19
アメリカでは、自分で運転できる年齢に達するまで、子供はどこに行くにも親に車で送ってもらう。,"In America, parents send  a car for their children everywhere until children can drive cars.","In the U.S., parents drive their children everywhere until they are old enough to get a driver's license.","In the United States, children are driven everywhere by their parents until they are old enough to drive themselves.",0.7259118556976318,15,19
日本では、女性の出産・育児の後は復職や昇進において不利になる。,Japanese women have difficulty in returning to their work or being promoted after they give birth and bring up their children.,"In Japan,women have difficulty getting promoted or returning to their jobs after giving birth and raising their children.","In Japan, women are at a disadvantage in returning to work or being promoted after childbirth or childcare.",0.8334024548530579,21,18
都会の生活でたまったストレスや疲れをとるには、自然でのんびりするのが一番です。,To relax in nature is the best way to get rid of stress and fatigue from the urban life. ,"If city life gives you stress and fatigue, it is best to relax in the mountains or on beaches in order to relive them.",The best way to relieve the stress and fatigue of city life is to relax in nature.,0.9316093325614929,19,17
都会の生活でたまったストレスや疲れをとるには、自然でのんびりするのが一番です。,Relaxing in nature is the best way to do away with stress and fatigue from the urban life. ,"If city life gives you stress and fatigue, it is best to relax in the mountains or on beaches in order to relive them.",The best way to relieve the stress and fatigue of city life is to relax in nature.,0.9047136306762695,18,17
多くのものを犠牲にして、トムはついに宇宙飛行士になるという夢を実現した。,Tom finally realized his dream to be an astronaut at the cost of many things.,"Tom finally realized his dream of becoming an astronaut, but at the expense of many other things.","Sacrificing many things, Tom finally realized his dream of becoming an astronaut.",0.859584391117096,15,12
多くのものを犠牲にして、トムはついに宇宙飛行士になるという夢を実現した。,Tom finally managed to be an astronaut at the cost of many things.,"Tom finally realized his dream of becoming an astronaut, but at the expense of many other things.","Sacrificing many things, Tom finally realized his dream of becoming an astronaut.",0.6544973850250244,13,12
多くのものを犠牲にして、トムはついに宇宙飛行士になるという夢を実現した。,Tom finally came true his dream of becoming an astronaut by sacrificing a lot of things.,"Tom finally realized his dream of becoming an astronaut, but at the expense of many other things.","Sacrificing many things, Tom finally realized his dream of becoming an astronaut.",0.9544948935508728,16,12
パリに留学していた頃、ある有名な画家に高級レストランでごちそうしてもらった経験がある。,"While I was studying in Paris, a famous painter treated me a meal at a high-class restaurant.","When I was studying in Paris, a famous painter boutht me a meal at a first-class restaurant.","When I was studying in Paris, I had the experience of being treated by a famous painter at a fine restaurant.",0.8796961307525635,17,21
若者が活字なら何でも鵜呑みにしてしまうという傾向は、今に始まったことではない。,The trend that young people believe everything written in printed text is not started now.,The tendency for young people to believe everything that is printed is nothing new.,The tendency of young people to believe anything in print is not new.,0.670534610748291,15,13
うちは四人家族で、家はこのマンションの五階にあります。,"My family is 4persons, and  my home is 5floor in this apartment.",There are four people in may family. Our apartment is on the fifth floor of this building.,We are a family of four and our house is on the fifth floor of this apartment building.,0.7399548888206482,12,18
うちは四人家族で、家はこのマンションの五階にあります。,There are four people in my family and we live on the fifth floor of this apartment.,There are four people in may family. Our apartment is on the fifth floor of this building.,We are a family of four and our house is on the fifth floor of this apartment building.,0.8957249522209167,17,18
うちは四人家族で、家はこのマンションの五階にあります。,There are four people in my family and we live on the fifth floor of this apartment.,There are four people in may family. Our apartment is on the fifth floor of this building.,We are a family of four and our house is on the fifth floor of this apartment building.,0.8957249522209167,17,18
うちは四人家族で、家はこのマンションの五階にあります。,I have a family of four. My house is on the five floor of this condo.,There are four people in may family. Our apartment is on the fifth floor of this building.,We are a family of four and our house is on the fifth floor of this apartment building.,0.83255934715271,16,18
この自転車を修理してもらうのに一万円かかりました。,It took me ten thousand yen to have this bicycle  repaired.,It cost ten thousand yen to have this bike required.,"It cost me 10,000 yen to have this bicycle repaired.",0.8891640901565552,11,10
この自転車を修理してもらうのに一万円かかりました。,It cost me 10000 yen to have this bicycle fixed.,It cost ten thousand yen to have this bike required.,"It cost me 10,000 yen to have this bicycle repaired.",0.9157078266143799,10,10
この自転車を修理してもらうのに一万円かかりました。,It cost me 10000 yen to have this bicycle repaired.,It cost ten thousand yen to have this bike required.,"It cost me 10,000 yen to have this bicycle repaired.",0.955553412437439,10,10
その映画館まで徒歩でおよそ20分ですが、地下鉄なら5分で行くことができます。,"It takes about 20 minutes to go to the movie theater on foot, but only 5 minutes by subway.","This movie theater is about twenty minutes' walk from here, but it takes only five minutes to get there by subway.","It takes about 20 minutes to walk to the cinema, but you can get there in 5 minutes by subway.",0.8298608660697937,19,20
あいさつの仕方は国によりさまざまだが、日本では、握手よりお辞儀の方が普通だ。,"The ways of greeting vary in the world, but to bow is more common than to shake hands in Japan.","Ways of greeting vary from country. In Japan, bowing is more common than shakeing hands.","Greetings vary from country to country, but in Japan, bowing is more common than shaking hands.",0.8890678286552429,20,16
あいさつの仕方は国によりさまざまだが、日本では、握手よりお辞儀の方が普通だ。,"Each country has way of greeting. In Japan, it is natural bowing than shaking hands.","Ways of greeting vary from country. In Japan, bowing is more common than shakeing hands.","Greetings vary from country to country, but in Japan, bowing is more common than shaking hands.",0.9501423239707947,15,16
あいさつの仕方は国によりさまざまだが、日本では、握手よりお辞儀の方が普通だ。,"There are many types of greetings in different country, but in Japan, people tend to take a bow than hand shaking.","Ways of greeting vary from country. In Japan, bowing is more common than shakeing hands.","Greetings vary from country to country, but in Japan, bowing is more common than shaking hands.",0.8838964104652405,21,16
あいさつの仕方は国によりさまざまだが、日本では、握手よりお辞儀の方が普通だ。,"The ways of greeting vary from country to country, but in Japan to bow is more common than to shake hands.","Ways of greeting vary from country. In Japan, bowing is more common than shakeing hands.","Greetings vary from country to country, but in Japan, bowing is more common than shaking hands.",0.9168585538864136,21,16
その瞬間、窓から冷たい風が流れ込んだ。,"Suddenly, cold wind blew into the room through the window.",At the moment cold air flowed in throught the window. ,"At that moment, a cold wind streamed in through the window.",0.783069908618927,10,11
その瞬間、窓から冷たい風が流れ込んだ。,Then cold wind blew into the room through the window.,At the moment cold air flowed in throught the window.,"At that moment, a cold wind streamed in through the window.",0.7907147407531738,10,11
その瞬間、窓から冷たい風が流れ込んだ。,"At the moment, cold wind flowed in from the window.",At the moment cold air flowed in throught the window.,"At that moment, a cold wind streamed in through the window.",0.924648642539978,10,11
その瞬間、窓から冷たい風が流れ込んだ。,"At the time,a cold wind enter the room from the window.",At the moment cold air flowed in throught the window.,"At that moment, a cold wind streamed in through the window.",0.8102295994758606,11,11
その瞬間、窓から冷たい風が流れ込んだ。,"At the moment, the cold wind comes from the window.",At the moment cold air flowed in throught the window.,"At that moment, a cold wind streamed in through the window.",0.9195782542228699,10,11
nan,nan,nan,nan,0.9999999403953552,1,1
