出題文,学習者,英語答え,翻訳,ラベル
多くのものを犠牲にして、トムはついに宇宙飛行士になるという夢を実現した。,Tom finally came true his dream of becoming an astronaut by sacrificing a lot of things.,"Tom finally realized his dream of becoming an astronaut, but at the expense of many other things.","Sacrificing many things, Tom finally realized his dream of becoming an astronaut.",1
パリに留学していた頃、ある有名な画家に高級レストランでごちそうしてもらった経験がある。,"While I was studying in Paris, a famous painter treated me a meal at a high-class restaurant.","When I was studying in Paris, a famous painter boutht me a meal at a first-class restaurant.","When I was studying in Paris, I had the experience of being treated by a famous painter at a fine restaurant.",0
若者が活字なら何でも鵜呑みにしてしまうという傾向は、今に始まったことではない。,The trend that young people believe everything written in printed text is not started now.,The tendency for young people to believe everything that is printed is nothing new.,The tendency of young people to believe anything in print is not new.,0
うちは四人家族で、家はこのマンションの五階にあります。,"My family is 4persons, and  my home is 5floor in this apartment.",There are four people in may family. Our apartment is on the fifth floor of this building.,We are a family of four and our house is on the fifth floor of this apartment building.,0
うちは四人家族で、家はこのマンションの五階にあります。,There are four people in my family and we live on the fifth floor of this apartment.,There are four people in may family. Our apartment is on the fifth floor of this building.,We are a family of four and our house is on the fifth floor of this apartment building.,0
うちは四人家族で、家はこのマンションの五階にあります。,There are four people in my family and we live on the fifth floor of this apartment.,There are four people in may family. Our apartment is on the fifth floor of this building.,We are a family of four and our house is on the fifth floor of this apartment building.,0
うちは四人家族で、家はこのマンションの五階にあります。,I have a family of four. My house is on the five floor of this condo.,There are four people in may family. Our apartment is on the fifth floor of this building.,We are a family of four and our house is on the fifth floor of this apartment building.,1
この自転車を修理してもらうのに一万円かかりました。,It took me ten thousand yen to have this bicycle  repaired.,It cost ten thousand yen to have this bike required.,"It cost me 10,000 yen to have this bicycle repaired.",0
この自転車を修理してもらうのに一万円かかりました。,It cost me 10000 yen to have this bicycle fixed.,It cost ten thousand yen to have this bike required.,"It cost me 10,000 yen to have this bicycle repaired.",1
この自転車を修理してもらうのに一万円かかりました。,It cost me 10000 yen to have this bicycle repaired.,It cost ten thousand yen to have this bike required.,"It cost me 10,000 yen to have this bicycle repaired.",1
その映画館まで徒歩でおよそ20分ですが、地下鉄なら5分で行くことができます。,"It takes about 20 minutes to go to the movie theater on foot, but only 5 minutes by subway.","This movie theater is about twenty minutes' walk from here, but it takes only five minutes to get there by subway.","It takes about 20 minutes to walk to the cinema, but you can get there in 5 minutes by subway.",1
あいさつの仕方は国によりさまざまだが、日本では、握手よりお辞儀の方が普通だ。,"The ways of greeting vary in the world, but to bow is more common than to shake hands in Japan.","Ways of greeting vary from country. In Japan, bowing is more common than shakeing hands.","Greetings vary from country to country, but in Japan, bowing is more common than shaking hands.",0
あいさつの仕方は国によりさまざまだが、日本では、握手よりお辞儀の方が普通だ。,"Each country has way of greeting. In Japan, it is natural bowing than shaking hands.","Ways of greeting vary from country. In Japan, bowing is more common than shakeing hands.","Greetings vary from country to country, but in Japan, bowing is more common than shaking hands.",0
あいさつの仕方は国によりさまざまだが、日本では、握手よりお辞儀の方が普通だ。,"There are many types of greetings in different country, but in Japan, people tend to take a bow than hand shaking.","Ways of greeting vary from country. In Japan, bowing is more common than shakeing hands.","Greetings vary from country to country, but in Japan, bowing is more common than shaking hands.",0
あいさつの仕方は国によりさまざまだが、日本では、握手よりお辞儀の方が普通だ。,"The ways of greeting vary from country to country, but in Japan to bow is more common than to shake hands.","Ways of greeting vary from country. In Japan, bowing is more common than shakeing hands.","Greetings vary from country to country, but in Japan, bowing is more common than shaking hands.",1
その瞬間、窓から冷たい風が流れ込んだ。,"Suddenly, cold wind blew into the room through the window.",At the moment cold air flowed in throught the window. ,"At that moment, a cold wind streamed in through the window.",0
その瞬間、窓から冷たい風が流れ込んだ。,Then cold wind blew into the room through the window.,At the moment cold air flowed in throught the window.,"At that moment, a cold wind streamed in through the window.",0
その瞬間、窓から冷たい風が流れ込んだ。,"At the moment, cold wind flowed in from the window.",At the moment cold air flowed in throught the window.,"At that moment, a cold wind streamed in through the window.",0
その瞬間、窓から冷たい風が流れ込んだ。,"At the time,a cold wind enter the room from the window.",At the moment cold air flowed in throught the window.,"At that moment, a cold wind streamed in through the window.",0
その瞬間、窓から冷たい風が流れ込んだ。,"At the moment, the cold wind comes from the window.",At the moment cold air flowed in throught the window.,"At that moment, a cold wind streamed in through the window.",0
,,,,214-216
